codConceptoVentas;idVenta;concepto;cantidad;precioUnitario;subTotal
ccv-1737;9e702fd0-4072-4b4b-a488-b84356d3fbc2;Sprite 3L;1;14;14
ccv-1738;addcf534-31ba-41f4-a1d6-c49e4553277f;Simba Piña;2;9;9
ccv-1739;addcf534-31ba-41f4-a1d6-c49e4553277f;Paceña 440ml;3;9;27
ccv-1740;5232bb10-cda0-41af-89fb-e13f7ae51447;Quilmes 473ml;2;8;16
ccv-1741;a34c1e53-9ded-42e2-b147-1beec97f48ab;Vino Kohlberg;2;25;50
ccv-1742;b6060d4a-9b29-4534-944b-0e24fb584fce;Coca Cola 3L;1;14;14
ccv-1743;b6060d4a-9b29-4534-944b-0e24fb584fce;Ron Abuelo 1L;1;85;85
ccv-1744;b6060d4a-9b29-4534-944b-0e24fb584fce;Caja Paceña;1;130;130
ccv-1745;5f27e03e-1b27-4ef6-9a08-ecb79bb3c1ab;Singani Caso Real Azul;1;35;35
ccv-1746;bbc82093-cc94-44f9-8d9e-c44bb651edec;Agua Vital 990ml;1;6;6
ccv-1747;bbc82093-cc94-44f9-8d9e-c44bb651edec;Huari Lata 440ml;2;10;20
ccv-1748;d3219e4c-70a9-41e7-83c3-367f8827c01c;Coca Cola 3L;3;14;42
ccv-1749;ac50990b-7a10-4589-9a4f-2cdb51c65b2e;Fernet Bronco;1;75;75
ccv-1750;e38ca08c-e05f-4407-8035-cbde542b2ec3;Paceña 440ml;3;9;27
ccv-1751;a71e4e75-9072-45ed-a55b-5ceaee1c8396;Pepsi 3L;3;12;36
ccv-1752;010584ae-2d4c-4bdc-bc80-91705bed4c1f;Quilmes 473ml;4;8;32
ccv-1753;76d8a4cf-8b71-48d5-86bf-1b11a0ac3d0d;Casa Real Etq Negra;1;75;75
ccv-1754;357d8622-a31b-4658-92d1-ca1d4684be26;Vino Kohlberg;2;25;50
ccv-1755;357d8622-a31b-4658-92d1-ca1d4684be26;Coca Cola 3L;1;14;14
ccv-1756;f4c82dcd-97f7-4090-8265-cba6e5f760d2;Paceña 440ml;2;9;18
ccv-1757;bd875e39-e2bc-407c-be9a-7e6d46e30d88;Coca Cola 3L;1;14;14
ccv-1758;bd875e39-e2bc-407c-be9a-7e6d46e30d88;Cajetilla Winston;1;10;10
ccv-1759;9e9d8104-d124-4f50-8634-704805b49b67;Conti 473ml;6;7;42
ccv-1760;99120f1f-673b-4d43-b55f-ef29176ae624;Ron Flor de Caña;1;75;75
ccv-1761;99120f1f-673b-4d43-b55f-ef29176ae624;Agua Vital 990ml;2;6;12
ccv-1762;81ab9307-6233-4bee-be73-85506c059bd6;Simba Piña;1;9;9
ccv-1763;a4fe1411-6172-4885-aca8-8b6c25da25d7;Cuba Libre 2L;1;25;25
ccv-1764;f7300d38-728d-4e9c-a2ad-f2487e0046e3;Coca Cola 3L;2;14;28
ccv-1765;f7300d38-728d-4e9c-a2ad-f2487e0046e3;Fernet Bronco;1;75;75
ccv-1766;05b9b435-3ec0-4c0b-a69a-09e2d2961879;Paceña 440ml;2;9;18
ccv-1767;6f397d04-4723-498e-bf76-8e6bf0ab39ce;Pepsi 3L;3;12;36
ccv-1768;da63acff-44ab-4c3e-a3b2-032810ae07db;Coca Cola 3L;3;14;42
ccv-1769;da63acff-44ab-4c3e-a3b2-032810ae07db;Sprite 3L;3;14;42
ccv-1770;da63acff-44ab-4c3e-a3b2-032810ae07db;Sixpack Quilmes 473ml;1;50;50
ccv-1771;66a7dcc2-7520-4baa-9827-357deb955a2d;Ron Habana;1;90;90
ccv-1772;a74cfd62-7300-440f-bea7-d679576bed9d;Conti 473ml;4;7;28
ccv-1773;a74cfd62-7300-440f-bea7-d679576bed9d;Paceña 440ml;3;9;27
ccv-1774;70d36775-feef-472c-9ee0-b37eca706da1;Coca Cola 3L;2;14;28
ccv-1775;cb2f2e2d-e7bb-48a3-95ab-cb3cb21f442b;Casa Real Etq Negra;1;75;75
ccv-1776;3a29c69c-9dab-46b0-87ea-dd2137deb464;Quilmes 473ml;4;8;32
ccv-1777;3a29c69c-9dab-46b0-87ea-dd2137deb464;Agua Vital 990ml;2;6;12
ccv-1778;c9a380f6-d67a-45d9-8562-342100664e9d;Huari Lata 440ml;2;10;20
ccv-1779;6efdf2d5-fe96-42ea-8e43-2dbe3f03c456;Coca Cola 3L;1;14;14
ccv-1780;b71bf82c-0bdb-48f5-9b3e-8586393473ff;Fernet Bronco;1;75;75
ccv-1781;b71bf82c-0bdb-48f5-9b3e-8586393473ff;Paceña 440ml;3;9;27
ccv-1782;14488b1a-096a-44ec-abb5-54d1cd9e1a0c;Huari Lata 440ml;3;10;30
ccv-1783;f01bc778-d5cc-4e3f-bc9d-28bfe69bbe58;Coca Cola 3L;1;14;14
ccv-1784;f01bc778-d5cc-4e3f-bc9d-28bfe69bbe58;Ron Abuelo 1L;1;85;85
ccv-1785;a3b804ab-9bea-4fec-9b4d-b5e92fa53870;Simba Piña;1;9;9
ccv-1786;a3b804ab-9bea-4fec-9b4d-b5e92fa53870;Paceña 440ml;4;9;36
ccv-1787;1121a27a-4ee8-4f1c-851b-e0be5c8539b6;Vino Kohlberg;1;25;25
ccv-1788;bd1875e8-51ad-499c-aff5-e14b587dc1c9;Cajetilla Winston;1;10;10
ccv-1789;bd1875e8-51ad-499c-aff5-e14b587dc1c9;Conti 473ml;3;7;21
ccv-1790;9bbf0126-20ce-41fe-a72b-d45710780aab;Agua Vital 990ml;2;6;12
ccv-1791;9bbf0126-20ce-41fe-a72b-d45710780aab;Coca Cola 3L;1;14;14
ccv-1792;9fadedb2-6b71-402e-b539-a69aa545b3bc;Sixpack Quilmes 473ml;1;50;50
ccv-1793;920cc4f9-6476-4b75-9672-1185d01e0651;Sprite 3L;2;14;28
ccv-1794;7f108577-cb54-4498-865c-6c55d711dfa0;Fernet Bronco;1;75;75
ccv-1795;08c27d71-0e37-47e3-af35-8adac4630522;Ron Flor de Caña;1;75;75
ccv-1796;08c27d71-0e37-47e3-af35-8adac4630522;Cajetilla Winston;1;10;10
ccv-1797;a4921b45-fcf8-410a-b8d4-2fa5ef69cce2;Paceña 440ml;2;9;18
ccv-1798;a4921b45-fcf8-410a-b8d4-2fa5ef69cce2;Pepsi 3L;3;12;36
ccv-1799;044ba540-b8f8-4762-9151-0ad4800685a8;Conti 473ml;2;7;14
ccv-1800;413f03a0-3132-4afa-af35-167c559c189d;Huari Lata 440ml;2;10;20
ccv-1801;d5707e2a-4602-49cd-9b12-248cd7f4aba1;Cajetilla Winston;1;10;10
ccv-1802;ce122406-d649-498e-bfc5-0a8e66b3a45f;Paceña 440ml;2;9;18
ccv-1803;482db560-c834-4b55-b4c0-08f8f4b7055a;Ron Flor de Caña;1;75;75
ccv-1804;1c9d2242-db2e-4974-b564-7d073cd77f11;Paceña 440ml;3;9;27
ccv-1805;1c9d2242-db2e-4974-b564-7d073cd77f11;Huari Lata 440ml;3;10;30
ccv-1806;30d04809-42fd-4964-9ce7-823ecd7fafff;Casa Real Etq Negra;1;75;75
ccv-1807;a0da1627-4cb6-4bf4-bd40-41c703d4f798;Sprite 3L;1;14;14
ccv-1808;1cef6857-97e3-467f-b83a-264672cdcc73;Conti 473ml;3;7;21
ccv-1809;1cef6857-97e3-467f-b83a-264672cdcc73;Agua Vital 990ml;2;6;12
ccv-1810;14a7036c-c46a-4a68-8685-f96ebf866d06;Coca Cola 3L;4;14;56
ccv-1811;14a7036c-c46a-4a68-8685-f96ebf866d06;Singani Caso Real Azul;1;35;35
ccv-1812;1081ff22-87fa-487f-a3b1-25545e66c9e5;Pepsi 3L;1;12;12
ccv-1813;f8a11802-6f69-4eb5-bb5c-b0e79d507036;Cuba Libre 2L;1;25;25
ccv-1814;57147052-f428-47c5-a359-c599b4277571;Coca Cola 3L;4;14;56
ccv-1815;57147052-f428-47c5-a359-c599b4277571;Fernet Bronco;1;75;75
ccv-1816;1eeb4cba-524f-4f99-adcc-c3467234cda6;Huari Lata 440ml;2;10;20
ccv-1817;382847e8-f70b-47fb-b3fd-e056bd2c3df9;Simba Piña;1;9;9
ccv-1818;aa90a2eb-fc2e-489b-b2b1-e58ddd24426f;Paceña 440ml;1;9;9
ccv-1819;aa90a2eb-fc2e-489b-b2b1-e58ddd24426f;Quilmes 473ml;5;8;40
ccv-1820;aa90a2eb-fc2e-489b-b2b1-e58ddd24426f;Pepsi 3L;1;12;12
ccv-1821;b4ef9e2e-97e7-43f8-81b8-24291ffc2520;Sprite 3L;2;14;28
ccv-1822;002bd47e-53a6-44d4-ba9f-ab28f06178ed;Pack Burguesa 473ml;1;105;105
ccv-1823;5608cd61-70ed-4a6a-9142-608c9cf39b60;Golden Lata 440ml;3;7;21
ccv-1824;5608cd61-70ed-4a6a-9142-608c9cf39b60;Tres Plumas Seca;1;10;10
ccv-1825;993f3c40-1154-402b-adb4-54009fa82160;Coca Cola 3L;2;14;28
ccv-1826;993f3c40-1154-402b-adb4-54009fa82160;Fernet Bronco;1;75;75
ccv-1827;4e1bb509-ff0e-46d1-b4d6-61d3ef93a11b;Pepsi 3L;1;12;12
ccv-1828;e3729457-b7c9-40da-aa8d-fc35302bccee;Coca Cola 3L;4;14;56
ccv-1829;b4014d56-e095-41e0-af31-3adb9d67a9a7;Huari Lata 440ml;3;10;30
ccv-1830;523c48b4-9abb-4336-9465-dd471593f750;Casa Real Etq Negra;1;75;75
ccv-1831;523c48b4-9abb-4336-9465-dd471593f750;Pepsi 3L;1;12;12
ccv-1832;f8d8c302-95e2-4eba-934f-3267d2c4eebe;Simba Piña;1;9;9
ccv-1833;f8d8c302-95e2-4eba-934f-3267d2c4eebe;Paceña 440ml;1;9;9
ccv-1834;9dc9217b-e929-41e8-a51b-2cd8b3de8bc0;Vino Kohlberg;1;25;25
ccv-1835;306cc780-05cb-4238-b010-f7998f2ac0b7;Cajetilla Winston;1;10;10
ccv-1836;f0bb422d-5fe3-49dd-8dc0-2ed7ff75bdb5;Singani Caso Real Azul;1;35;35
ccv-1837;f0bb422d-5fe3-49dd-8dc0-2ed7ff75bdb5;Agua Vital 990ml;1;6;6
ccv-1838;f0bb422d-5fe3-49dd-8dc0-2ed7ff75bdb5;Huari Lata 440ml;2;10;20
ccv-1839;cb793fd1-faa3-4e0b-801d-b5e9fb199206;Coca Cola 3L;3;14;42
ccv-1840;740f7bf9-d2a3-488f-a6f7-cbb9f973324d;Fernet Bronco;1;75;75
ccv-1841;17d9f0cf-6fdf-4d98-931e-d296a3ac3cca;Ron Abuelo 1L;1;85;85
ccv-1842;b048c4b3-927c-490e-bd73-546f86dcc443;Simba Piña;1;9;9
ccv-1843;f1f84a91-dc30-4512-ae4b-25689b6656ee;Paceña 440ml;4;9;36
ccv-1844;f1f84a91-dc30-4512-ae4b-25689b6656ee;Vino Kohlberg;1;25;25
ccv-1845;443aeb39-fb42-4e33-bccb-e570dd5fe271;Cajetilla Winston;1;10;10
ccv-1846;443aeb39-fb42-4e33-bccb-e570dd5fe271;Quilmes 473ml;5;8;40
ccv-1847;d93145d7-2835-420c-951d-efa352941556;Huari Lata 440ml;3;10;30
ccv-1848;d93145d7-2835-420c-951d-efa352941556;Agua Vital 990ml;2;6;12
ccv-1849;97c2ac6f-7b29-489e-9fdf-35b27802fa5f;Fernet Bronco;1;75;75
ccv-1850;893d4109-3c34-4d58-aae6-9831e4f0dd85;Singani Caso Real Azul;1;35;35
ccv-1851;893d4109-3c34-4d58-aae6-9831e4f0dd85;Vino Kohlberg;1;25;25
ccv-1852;8efbf5ce-666e-4272-aacb-fcad8a30d841;Sprite 3L;1;14;14
ccv-1853;1f486a1f-a910-44ba-928e-7f21206f7d95;Tres Plumas Seca;1;10;10
ccv-1854;1f486a1f-a910-44ba-928e-7f21206f7d95;Huari Lata 440ml;2;10;20
ccv-1855;7c412242-4b10-4e99-8b17-9430abff3b8e;Vino Kohlberg;1;25;25
ccv-1856;7c412242-4b10-4e99-8b17-9430abff3b8e;Cajetilla Winston;1;10;10
ccv-1857;a49c1a72-3b01-4399-af85-17569cdc8ba7;Vino Kohlberg;1;25;25
ccv-1858;eb16535e-fc4d-4c33-8335-d2d9dbe3fef4;Cajetilla Winston;1;10;10
ccv-1859;eb16535e-fc4d-4c33-8335-d2d9dbe3fef4;Conti 473ml;3;7;21
ccv-1860;eb16535e-fc4d-4c33-8335-d2d9dbe3fef4;Agua Vital 990ml;2;6;12
ccv-1861;0031ae94-c5d3-4844-84f5-dd33b90f2c60;Coca Cola 3L;2;14;28
ccv-1862;6bcdb7eb-6c3c-4e88-9f24-399d831a1104;Pack Burguesa 473ml;1;105;105
ccv-1863;081762c8-a51f-4f30-a2cc-e3e0d42feeae;Coca Cola 3L;1;14;14
ccv-1864;081762c8-a51f-4f30-a2cc-e3e0d42feeae;Paceña 440ml;2;9;18
ccv-1865;52f6696e-ec51-48a8-a539-b49759131ebc;Coca Cola 3L;1;14;14
ccv-1866;c50fc353-bc9a-4b29-a599-9b9bf3c2c866;Ron Abuelo 1L;1;85;85
ccv-1867;1ef74b5d-eac2-48b1-9570-00034242b0d0;Ron Flor de Caña;1;75;75
ccv-1868;6f5fb448-83eb-4036-9a4f-343ec7c63d14;Coca Cola 3L;4;14;56
ccv-1869;6f5fb448-83eb-4036-9a4f-343ec7c63d14;Conti 473ml;3;7;21
ccv-1870;6f5fb448-83eb-4036-9a4f-343ec7c63d14;Agua Vital 990ml;2;6;12
ccv-1871;746908e5-b7ad-4fd2-b4ea-0655dc807750;Huari Lata 440ml;3;10;30
ccv-1872;93624636-3a2e-43a7-8bda-f453c56282ec;Quilmes 473ml;5;8;40
ccv-1873;abcebe69-51a8-454f-82fc-8f461fcd39fa;Casa Real Etq Negra;1;75;75
ccv-1874;d60ac0a6-e59f-462e-88b4-81aac7b86419;Pepsi 3L;2;12;24
ccv-1875;d60ac0a6-e59f-462e-88b4-81aac7b86419;Cuba Libre 2L;1;25;25
ccv-1876;a0d98df1-6819-4ecc-8f99-dc6e3f905f06;Sixpack Quilmes 473ml;1;50;50
ccv-1877;c35759c8-445c-48c7-bb1e-4a34029ee22b;Ron Habana;1;90;90
ccv-1878;fd538eca-7773-4b76-b08b-0a4eef759c45;Tres Plumas Seca;2;10;20
ccv-1879;fd538eca-7773-4b76-b08b-0a4eef759c45;Coca Cola 3L;1;14;14
ccv-1880;2d4b86c1-962a-49e3-80ea-6e10af3672e6;Agua Vital 990ml;2;6;12
ccv-1881;2d4b86c1-962a-49e3-80ea-6e10af3672e6;Huari Lata 440ml;3;10;30
ccv-1882;1cd1a2aa-8757-4978-b891-47c3e58b318b;Vino Kohlberg;2;25;50
ccv-1883;5786adfc-74ed-4200-81bb-4c1d9cff4b9f;Huari Lata 440ml;3;10;30
ccv-1884;1fda6e42-d263-4193-bf72-c9070e63f2cf;Casa Real Etq Negra;1;75;75
ccv-1885;1fda6e42-d263-4193-bf72-c9070e63f2cf;Pepsi 3L;3;12;36
ccv-1886;1cdfd8ef-6c6e-4563-9a22-47c0075f767d;Conti 473ml;2;7;14
ccv-1887;458de9d2-bb77-47e8-9bf2-cb222f1719be;Huari Lata 440ml;2;10;20
ccv-1888;458de9d2-bb77-47e8-9bf2-cb222f1719be;Cajetilla Winston;1;10;10
ccv-1889;a8d6bfb3-4c2e-4fd0-9199-a69817560ac0;Coca Cola 3L;1;14;14
ccv-1890;467e10bb-392b-421c-900d-2ec8a670fe64;Simba Piña;2;9;18
ccv-1891;c32cef29-d7f3-449d-86bb-8ddbb36fd185;Paceña 440ml;6;9;54
ccv-1892;cac21187-045e-4ae3-98e8-f5e7166300c3;Vino Kohlberg;1;25;25
ccv-1893;3890db33-bdae-4fc6-91b1-30f9a846dfdc;Ron Flor de Caña;1;75;75
ccv-1894;ad667474-e092-4ca1-8d3a-0dbd1749463a;Paceña 440ml;3;9;27
ccv-1895;8a6d3f63-1ee2-44e1-9a30-6dc219c39db1;Huari Lata 440ml;3;10;30
ccv-1896;5ffd7e51-ab01-4289-b73b-7fcd0081d755;Casa Real Etq Negra;1;75;75
ccv-1897;5ffd7e51-ab01-4289-b73b-7fcd0081d755;Sprite 3L;2;14;28
ccv-1898;ff46667b-4f6e-472d-b8e6-cc6e15d1f022;Conti 473ml;6;7;54
ccv-1899;ff46667b-4f6e-472d-b8e6-cc6e15d1f022;Agua Vital 990ml;2;6;12
ccv-1900;5be50ab7-9c3d-44b9-9a1f-2f182dc325fb;Coca Cola 3L;4;14;56
ccv-1901;54911bcc-5968-499f-815b-b7c540c0c3ff;Singani Caso Real Azul;1;35;35
ccv-1902;0903b960-1e7f-464f-b487-40b4c69f74c2;Pepsi 3L;1;12;12
ccv-1903;0903b960-1e7f-464f-b487-40b4c69f74c2;Cuba Libre 2L;1;25;25
ccv-1904;57ad1c82-2dba-4ec9-9ef7-ec8620fca74b;Coca Cola 3L;1;14;14
ccv-1905;57ad1c82-2dba-4ec9-9ef7-ec8620fca74b;Ron Habana;1;90;90
ccv-1906;3a2005c9-7d27-4149-ba4a-9e415fab1b82;Tres Plumas Seca;2;10;20
ccv-1907;64dde852-2bc0-45af-9e02-f99fc05f5a3b;Cuba Libre 2L;1;25;25
ccv-1908;91a60471-bfb9-4ab4-ac8b-6ab6ed02533c;Paceña 440ml;3;9;27
ccv-1909;12b974d7-8526-4dd5-ad51-913d017d9cda;Vino Kohlberg;1;25;25
ccv-1910;12b974d7-8526-4dd5-ad51-913d017d9cda;Pepsi 3L;1;12;12
ccv-1911;4fc9edeb-d637-4408-bec6-0a0fa1670e5e;Tres Plumas Seca;1;10;10
ccv-1912;94706816-72a1-433d-ba9c-c3e5d9c3ec36;Singani Caso Real Azul;1;35;35
ccv-1913;94706816-72a1-433d-ba9c-c3e5d9c3ec36;Sprite 3L;2;14;28
ccv-1914;ab257f03-959d-4899-a8fd-9dc49f682964;Simba Piña;1;9;9
ccv-1915;8cd1d2e5-2e9f-4f60-bd22-ac5ca35e6fe5;Paceña 440ml;4;9;36
ccv-1916;952b4c3b-7594-4ee9-901e-8f33fbb6bed1;Quilmes 473ml;2;8;16
ccv-1917;952b4c3b-7594-4ee9-901e-8f33fbb6bed1;Pepsi 3L;1;12;12
ccv-1918;c2b52509-ff94-44ee-aa2d-cfa950d77dad;Sprite 3L;2;14;28
ccv-1919;b625b267-8e93-4ad0-9e00-8e638a1039f5;Sprite 3L;1;14;14
ccv-1920;3e4f5c84-2b49-4a68-a1f8-83a09453ac74;Pepsi 3L;3;12;36
ccv-1921;3e4f5c84-2b49-4a68-a1f8-83a09453ac74;Ron Abuelo 1L;1;85;85
ccv-1922;b443c68e-3d42-4e96-83b8-24bd139f38dd;Coca Cola 3L;2;14;28
ccv-1923;ee1a5166-ddbf-4f4d-b7fd-c557892b91a2;Huari Lata 440ml;3;10;30
ccv-1924;ee1a5166-ddbf-4f4d-b7fd-c557892b91a2;Paceña 440ml;4;9;36
ccv-1925;4263aabe-5752-497c-bb7f-d8d6b942a0fc;Vino Kohlberg;1;25;25
ccv-1926;183a46d7-b804-4e54-beda-8e2b9c616790;Cajetilla Winston;1;10;10
ccv-1927;f8e9202d-9257-4441-92c3-baa129e16f19;Golden Lata 440ml;3;7;21
ccv-1928;f8e9202d-9257-4441-92c3-baa129e16f19;Tres Plumas Seca;1;10;10
ccv-1929;24732497-268a-4aae-b01c-7c6376ae15eb;Vino Kohlberg;1;25;25
ccv-1930;9145eab9-5ad0-4151-aee7-e7b3add88c1e;Ron Flor de Caña;1;75;75
ccv-1931;98f39e67-1f95-4305-8373-a1ab9f375926;Paceña 440ml;3;9;27
ccv-1932;98f39e67-1f95-4305-8373-a1ab9f375926;Coca Cola 3L;5;14;75
ccv-1933;cd4d29a2-7986-452b-82b2-d2f7a84cd678;Tres Plumas Seca;1;10;10
ccv-1934;09b31a28-cc92-41b6-9b19-7e38c4ddf868;Singani Caso Real Azul;1;35;35
ccv-1935;9d31b1d4-6b56-46d9-a24d-3e2be6b56904;Coca Cola 3L;2;14;28
ccv-1936;1b879684-48bc-40af-b023-06358036aaea;Pepsi 3L;1;12;12
ccv-1937;1b879684-48bc-40af-b023-06358036aaea;Singani Caso Real Azul;1;35;35
ccv-1938;a0d4f22b-f727-447f-a9ba-6874e5cf5777;Huari Lata 440ml;4;10;40
ccv-1939;a0d4f22b-f727-447f-a9ba-6874e5cf5777;Cajetilla Winston;1;10;10
ccv-1940;9ae2140b-b7c5-4a9b-8167-6dd69d8a3dee;Golden Lata 440ml;5;7;35
ccv-1941;662e1cde-da48-4787-b234-834d31cec2a5;Quilmes 473ml;2;8;16
ccv-1942;662e1cde-da48-4787-b234-834d31cec2a5;Paceña 440ml;3;9;27
ccv-1943;ccf823e0-0a2b-4f48-a02a-1f6e64ad5418;Vino Kohlberg;1;25;25
ccv-1944;25b5dbef-4b65-48eb-8022-cfcd6a58da14;Ron Flor de Caña;1;75;75
ccv-1945;8b56a302-96e6-477c-8662-6b24a31458ba;Paceña 440ml;5;9;45
ccv-1946;8b56a302-96e6-477c-8662-6b24a31458ba;Tres Plumas Seca;1;10;10
ccv-1947;0d2b10c9-d6b3-4c2a-9ffc-a41874d139d8;Coca Cola 3L;2;14;28
ccv-1948;008ccb68-2ef8-4b05-8e79-faf6411c706b;Coca Cola 3L;3;14;42
ccv-1949;008ccb68-2ef8-4b05-8e79-faf6411c706b;Simba Piña;1;9;9
ccv-1950;a483692a-2b5c-4486-a9e3-bd2ccfe65b65;Paceña 440ml;8;9;72
ccv-1951;9195ac6d-e596-4e43-8896-ab6267d6ae11;Vino Kohlberg;2;25;50
ccv-1952;9195ac6d-e596-4e43-8896-ab6267d6ae11;Ron Flor de Caña;1;75;75
ccv-1953;9195ac6d-e596-4e43-8896-ab6267d6ae11;Paceña 440ml;6;9;54
ccv-1954;184f524b-92d7-4e57-9fbc-25fd5a19d8ae;Huari Lata 440ml;2;10;20
ccv-1955;d603fa93-43c1-417b-bbdf-b876072dced0;Casa Real Etq Negra;1;75;75
ccv-1956;d603fa93-43c1-417b-bbdf-b876072dced0;Sprite 3L;2;14;28
ccv-1957;ca111d39-cf02-4816-831d-9f37c074f7cf;Conti 473ml;8;7;56
ccv-1958;9cf7ab02-4f8c-48d6-8e9b-a1e838a7f967;Agua Vital 990ml;3;6;18
ccv-1959;0a6acaa7-a60a-48a2-95db-9bf8d99252ea;Coca Cola 3L;6;14;84
ccv-1960;0d42835f-9980-4bb6-8afe-1aa3ea7c1690;Singani Caso Real Azul;1;35;35
ccv-1961;0d42835f-9980-4bb6-8afe-1aa3ea7c1690;Pepsi 3L;1;12;12
ccv-1962;c7d6949b-b58c-4408-bbd2-78ae057a7a3a;Cuba Libre 2L;3;25;75
ccv-1963;6ee74eaa-a57b-4350-8fac-7d62c91d6c93;Coca Cola 3L;1;14;14
ccv-1964;6ee74eaa-a57b-4350-8fac-7d62c91d6c93;Ron Habana;1;90;90
ccv-1965;0cb2b0ac-e653-4392-b46a-783338c03f77;Tres Plumas Seca;1;10;10
ccv-1966;11831c9d-d3c0-4d0d-b02d-bd23d19a7d4a;Quilmes 473ml;2;8;16
ccv-1967;11831c9d-d3c0-4d0d-b02d-bd23d19a7d4a;Huari Lata 440ml;3;10;30
ccv-1968;11831c9d-d3c0-4d0d-b02d-bd23d19a7d4a;Agua Vital 990ml;1;6;6
ccv-1969;0632da0c-e133-42a6-bae0-e53e7ef4540f;Fernet Bronco;1;75;75
ccv-1970;a7f99415-4b47-4fb4-85f5-5a04efea76f2;Singani Caso Real Azul;2;35;70
ccv-1971;27dab491-60ae-49ae-86d5-d473f86438e3;Vino Kohlberg;1;25;25
ccv-1972;f7d12c24-9f41-45d1-869c-db7c94f40a7b;Sprite 3L;2;14;28
ccv-1973;71cdb38e-77e8-47b9-b788-6affed58017e;Tres Plumas Seca;1;10;10
ccv-1974;71cdb38e-77e8-47b9-b788-6affed58017e;Huari Lata 440ml;9;10;90
ccv-1975;04dc4be1-b29a-4ea1-a2e0-44b37fcfdd75;Vino Kohlberg;1;25;25
ccv-1976;907c4895-1085-4c2a-a663-7f1c809d8717;Singani Caso Real Azul;1;35;35
ccv-1977;d523a79b-417d-42ac-9bb8-a7ff07dc5267;Agua Vital 990ml;3;6;18
ccv-1978;72cafc28-4c68-4594-9873-dd21396bf5b9;Huari Lata 440ml;4;10;40
ccv-1979;a44536f8-b577-40cb-a68c-ecde6dcaf0d6;Coca Cola 3L;3;14;42
ccv-1980;a44536f8-b577-40cb-a68c-ecde6dcaf0d6;Fernet Bronco;1;75;75
ccv-1981;28de5a9d-480d-4e88-8ca5-f961a8db603f;Ron Abuelo 1L;1;85;85
ccv-1982;49f8cfe2-fc7d-407f-8573-025ff371cd53;Simba Piña;2;9;18
ccv-1983;49f8cfe2-fc7d-407f-8573-025ff371cd53;Paceña 440ml;5;9;45
ccv-1984;0987d107-f8d1-4014-8656-379835f173ce;Vino Kohlberg;1;25;25
ccv-1985;0987d107-f8d1-4014-8656-379835f173ce;Cajetilla Winston;1;10;10
ccv-1986;8cf7b26a-c738-420a-9b9e-cb7a261d0798;Quilmes 473ml;7;8;56
ccv-1987;5e693c01-9bd6-4f2b-bb66-dbea0e466e54;Huari Lata 440ml;3;10;30
ccv-1988;5e693c01-9bd6-4f2b-bb66-dbea0e466e54;Agua Vital 990ml;2;6;12
ccv-1989;965160b6-5c1f-45a0-9764-964eba03429e;Fernet Bronco;2;75;150
ccv-1990;8c73be02-42bf-4b9c-bd70-6194e7f513a1;Singani Caso Real Azul;1;35;35
ccv-1991;dc607b7c-97da-41ae-91dd-0b059928ab48;Vino Kohlberg;3;25;75
ccv-1992;dc607b7c-97da-41ae-91dd-0b059928ab48;Sprite 3L;1;14;14
ccv-1993;2696ea05-729c-4f23-9c6e-0a4e684f9180;Tres Plumas Seca;1;10;10
ccv-1994;87835200-dea9-42c1-897a-d9a54807756a;Huari Lata 440ml;2;10;20
ccv-1995;ed6d5528-df64-437a-8736-62cd82f91a37;Vino Kohlberg;1;25;25
ccv-1996;83f98ac5-4cab-42b6-a19c-f84c7ec3f408;Cajetilla Winston;1;10;10
ccv-1997;83f98ac5-4cab-42b6-a19c-f84c7ec3f408;Vino Kohlberg;1;25;25
ccv-1998;0b447eca-5887-4b8a-991d-2de520943fee;Cajetilla Winston;1;10;10
ccv-1999;e3b3fbcb-9d60-4e80-8917-1abfdfed97da;Conti 473ml;4;7;28
ccv-2000;e3b3fbcb-9d60-4e80-8917-1abfdfed97da;Agua Vital 990ml;1;6;6
ccv-2001;e3d5ab6e-1b2c-4fae-bcf1-404d3d379021;Coca Cola 3L;2;14;28
ccv-2002;e3d5ab6e-1b2c-4fae-bcf1-404d3d379021;Pack Burguesa 473ml;1;105;105
ccv-2003;bb58c252-014d-4222-aaf5-0acb53273c05;Coca Cola 3L;1;14;14
ccv-2004;93e8df52-a609-482a-805b-2d66d19f6b97;Paceña 440ml;2;9;18
ccv-2005;7761b042-7771-4de9-8aa9-f421d3c1e9de;Coca Cola 3L;1;14;14
ccv-2006;48d4a05d-d8c4-49ca-8e14-05ce5c4d642b;Pepsi 3L;3;12;36
ccv-2007;48d4a05d-d8c4-49ca-8e14-05ce5c4d642b;Paceña 440ml;2;9;18
ccv-2008;b935c924-4fed-4cd1-a716-c2e5cf7344ca;Ron Flor de Caña;1;75;75
ccv-2009;ba958747-f69c-4be0-b7d8-58976edb4257;Paceña 440ml;3;9;27
ccv-2010;ba958747-f69c-4be0-b7d8-58976edb4257;Huari Lata 440ml;2;10;20
ccv-2011;a1c1aa09-6cb2-4a8b-8f55-8cf6c70ccd1c;Quilmes 473ml;4;8;32
ccv-2012;61c0a5ef-c18e-4684-85f7-726b976cbe52;Ron Habana;1;90;90
ccv-2013;1906d0c1-cd8a-4dfd-a914-57cfc602a3f4;Huari Lata 440ml;3;10;30
